"Household_Income","Social_Circle_Mean_Income","Population_Mean_Income","Social_Circle_Inequality_Gini_Index","Population_Inequality_Gini_Index","Fairness_Satisfaction","Support_Redistribution","Political_Preference"
110000,36945,64620,27.9005278116119,30.797121634169,5,4,3
110000,42090,48795,44.7377049180328,43.3289271441746,5,2.25,4
110000,90750,57225,17.500826446281,30.5439056356488,2,4.5,2
110000,56250,61425,22.8666666666667,38.1941391941392,8.5,2.75,7
115000,53475,55125,38.4558204768583,33.9442176870748,2.5,4.5,4
120000,46665,54900,34.5544840887174,32.2540983606557,6,3.25,3
120000,78000,52755,12.4961538461538,28.330110889963,3,4,6
125000,58200,76515,34.4587628865979,28.3256224269751,6.5,2,8
129000,76350,64320,28.3516699410609,37.1674440298508,7.5,1,9
129000,72000,65025,27.2083333333333,33.717416378316,4.5,3.5,5
130000,38970,42120,37.8729792147806,41.1588319088319,2.5,4.25,5
130000,70920,77865,22.5029610829103,30.2695049123483,3,5,2
130000,62280,61740,41.0264932562621,39.6584062196307,2,5.5,3
130000,45000,38475,38.5833333333333,31.5808966861598,4,3.25,7
140000,65640,66315,39.9460694698355,26.0572268717485,3.5,3.75,3
150000,102000,52350,12.7352941176471,32.756446991404,8,2,9
150000,48855,70065,36.2993552348787,36.3474630700064,5,3.25,2
159850,75600,98760,27.2599206349206,30.3781895504253,4.5,2.5,5
160000,92250,58950,18.219512195122,44.3027989821883,3,4.25,2
164000,43485,85200,28.94963780614,29.3732394366197,4.5,2.5,9
175000,86235,88545,23.4901722038615,21.4109774690835,4,4.5,3
180000,101250,71220,35.4074074074074,31.6941870261163,3,4.25,3
180000,22125,33840,43.1423728813559,45.7154255319149,1,6,9
185000,121800,78555,21.0197044334975,39.0523200305518,5,2,7
190000,126525,78915,22.3526970954357,32.1362858772097,8,1.5,7
2e+05,51660,69360,33.3681765389082,34.4744809688581,1,5,5
2e+05,86295,65340,22.5498001042934,31.5941230486685,3,3.25,5
2e+05,131550,60990,6.41847206385405,31.2380718150516,3,3.25,5
240000,148500,71250,17.5555555555555,35.6778947368421,5,2.75,8
275000,113175,83250,12.583830351226,29.7117117117117,4.5,3.25,4
350000,139050,57390,22.7195253505933,32.7532671197073,3,3.25,4
NA,91500,41895,8.55737704918035,42.5273899033297,1.5,4.75,5
NA,24855,17670,20.92757996379,25.5551782682513,5,3.5,5
NA,65700,49695,34.8310502283105,36.6854814367643,3,4,3
